key,field,existing,incoming,existing_source,incoming_source
"('mm', 'kohler', 'K-TS27043')",name,Shower Trim,Shower Trim  https://www.fergusonhome.com/kohler-k-ts27043-4/s1854449?uid=4388935 K-TS27043-4-BL 443.825 407.308 Ferguso,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'R31062')",name,(3) Hooks two for bath - one for hand towel,(3) Hooks two for bath - one for hand towel  https://www.homedepot.com/p/KOHLER-Sundae-J-Shaped-Robe-Hook-in-Matte-Black,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'K-35934')",name,TP Holder,TP Holder  https://www.fergusonhome.com/kohler-k-35934/s2026376?uid=4853029 K-35934-BL 31.812 30.910000000000004 Ferguso,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'K27118')",name,Shower Head - Combo Retro Fit,Shower Head - Combo Retro Fit  https://www.fergusonhome.com/kohler-k-27118-g/s1865987?uid=4410726 K27118-G-BL 1000 1029,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'KTS27043')",name,Shower Trim,Shower Trim  https://www.fergusonhome.com/kohler-k-ts27043-4/s1854449?uid=4388935 KTS27043-4-BL 405 407.308 Ferguson  20,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'K8304')",name,Valve,Valve  https://www.fergusonhome.com/kohler-k-8304-ks/s1251522?uid=2992369 K8304-KS-NA 116 126.016 Ferguson  2026-04-01 0,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'K28563')",name,Tub Spout,Tub Spout  https://www.fergusonhome.com/kohler-k-28563/s1733720?uid=4101127 K28563-BL 68 68.156 Ferguson  2026-04-01 00:,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'K2209')",name,Sink,Sink  https://www.fergusonhome.com/kohler-k-2209/s560373?uid=220794 K2209-0 100 99.01100000000001 Ferguson  2026-04-01 0,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'K37891')",name,Faucet with Drain,Faucet with Drain  https://www.fergusonhome.com/kohler-k-37891-4/s2060938?uid=5032946 K37891-4BL 280 276.463 Ferguson  2,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'K31589')",name,Toilet Cimarron Bowl,Toilet Cimarron Bowl https://www.fergusonhome.com/kohler-k-31640-dry/s2053585?uid=4930731 K31589-0 449 231.4289999999999,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'K26802')",name,Toilet Seat,Toilet Seat  https://www.fergusonhome.com/kohler-k-26802/s1921485?uid=4539318 K26802-0 55.516999999999996 Ferguson  2026,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'R31058')",name,"Kohler 24"" Sundae Towel Bar","Kohler 24"" Sundae Towel Bar  https://www.homedepot.com/p/KOHLER-Sundae-24-in-Wall-Mounted-Towel-Bar-in-Matte-Black-R3105",Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'R31059')",name,"Kohler Sundae 18"" Towel bar","Kohler Sundae 18"" Towel bar https://www.homedepot.com/p/KOHLER-Sundae-18-in-Wall-Mounted-Towel-Bar-in-Matte-Black-R31059",Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'R31060')",name,Kohler Sundae Toilet Paper Holder,Kohler Sundae Toilet Paper Holder  https://www.homedepot.com/p/KOHLER-Sundae-Toilet-Paper-Holder-in-Matte-Black-R31060-B,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'K-TS27392')",name,"Shower Head, Trim & Arm","0.0 Shower Head, Trim & Arm  https://www.fergusonhome.com/kohler-k-ts27392-4g/s1866401?uid=4428129 K-TS27392-4G-BN 151.6",Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'K-27388')",name,(2) Faucet & Drain Kit  Simplice,0.0 (2) Faucet & Drain Kit  Simplice  https://www.fergusonhome.com/kohler-k-27388-4/s1873551?uid=4428973 K-27388-4-BN 52,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'K-R27240')",name,Grab Bar,0.0 Grab Bar  https://www.homedepot.com/p/KOHLER-Rubicon-9-in-Grab-Bar-in-Vibrant-Brushed-Nickel-K-R27240-BN/312230844 K,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'K-TS23501')",name,Shower  Handle Trim,Bathroom Plumbing  0.0 Shower  Handle Trim  https://www.fergusonhome.com/kohler-k-ts23501-4/s1756423?uid=4157321 K-TS235,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'K-T23509')",name,Shower Diverter,0.0 Shower Diverter  https://www.fergusonhome.com/kohler-k-t23509-4/s1742706?uid=4148210 K-T23509-4-CP 165.726 Ferguson,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'K-737')",name,Shower Diverter Valve,Chrome 0.0 Shower Diverter Valve  https://www.fergusonhome.com/kohler-k-8304-ks/s1251522?uid=2992369 K-737-K-NA 228.7890,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'K-99007')",name,"Lighted Medicine Cabinets - Over Sinks (2) 24""x30""","False Lighted Medicine Cabinets - Over Sinks (2) 24""x30""  https://www.fergusonhome.com/kohler-k-99007-tlc/s1533945?uid=3",Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'moen', 'UT36111ORB')",name,Shower Double Handle Trim,False Shower Double Handle Trim  https://www.fergusonhome.com/moen-ut3611/s1740482?uid=4114270 UT36111ORB 404.745 Fergus,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'moen', 'U232CIS')",name,Shower Valve,Bathroom Plumbing  False Shower Valve  https://www.fergusonhome.com/moen-u232cis/s1736897?uid=4123792 U232CIS 200.915000,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'moen', 'MS6365EPORB')",name,Shower Head,False Shower Head  https://www.fergusonhome.com/moen-s6365ep/s763030?uid=1958815&searchId=5gAx2sQ1dd MS6365EPORB 338.569,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'moen', 'M164745ORB')",name,Shower Arm Flange,False Shower Arm Flange  https://www.fergusonhome.com/moen-164745/s849728?uid=2175845 M164745ORB 19.657 Ferguson 2026-02,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'moen', 'M3667EPORB')",name,Shower Handheld w/Slide Bar,False Shower Handheld w/Slide Bar  https://www.fergusonhome.com/moen-3667ep/s870602?uid=2223440 M3667EPORB 535.502 Fergu,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'moen', 'A725ORB')",name,Shower Wall Elbow Supply,False Shower Wall Elbow Supply  https://www.fergusonhome.com/moen-a725/s415773?uid=1030244 A725ORB 72.776 Ferguson 2026-,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'moen', 'MA714ORB')",name,Shower Vacuum Breaker,False Shower Vacuum Breaker  https://www.fergusonhome.com/moen-a714/s412862?uid=1030219 MA714ORB 161.54600000000002 Ferg,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'moen', 'MT6905ORB')",name,(2) Faucet & Drain Kit,False (2) Faucet & Drain Kit   https://www.fergusonhome.com/moen-t6905/s763153?uid=1958854 MT6905ORB 1029.358 Ferguson 2,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'moen', 'M9000')",name,(2) Faucet Valves,False (2) Faucet Valves  https://www.fergusonhome.com/moen-9000/s373576?uid=112916 M9000 254.232 Ferguson 2026-02-11 00:,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'moen', 'T694ORB')",name,Bath Tub Faucet with Handheld,False Bath Tub Faucet with Handheld  https://www.fergusonhome.com/moen-t694/s763076?uid=1958863 T694ORB 1309.70400000000,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'moen', 'M9792')",name,Bath Tub Rough In,False Bath Tub Rough In  https://www.fergusonhome.com/moen-9792/s763099?uid=1958615 M9792 333.04699999999997 Ferguson 20,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'moen', 'YB5124ORB')",name,"Moen Voss 24"" Towel Bar 2","False Moen Voss 24"" Towel Bar 2  https://www.fergusonhome.com/moen-yb5124/s763111?uid=1958889 YB5124ORB 145.948 Ferguson",Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'moen', 'YB5103ORB')",name,Moen Voss Robe Hooks -2,False Moen Voss Robe Hooks -2 https://www.fergusonhome.com/moen-yb5103/s763078?uid=1958880 YB5103ORB 96.95400000000001 F,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'moen', 'YB5186ORB')",name,Moen Voss Towel Ring -2,False Moen Voss Towel Ring -2 https://www.fergusonhome.com/moen-yb5186/s763112?uid=1958895 YB5186ORB 95.7 Ferguson  2026,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'moen', 'YB5108ORB')",name,Moen Voss Toilet Paper Holder,False Moen Voss Toilet Paper Holder  https://www.fergusonhome.com/moen-yb5108/s763156?uid=1958883 YB5108ORB 57.079 Fergu,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'moen', 'T2151BN')",name,T2151BN,"Shower Trim Moen, Brantford  T2151BN https://www.fergusonhome.com/moen-t2151/s720278?uid=1030356 109.351 Ferguson  0.0 0",Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'K-8644')",name,K-8644-0,Kohler Shower Base 36x34  K-8644-0 https://www.homedepot.com/p/KOHLER-Rely-36-in-L-x-34-in-W-Alcove-Shower-Pan-Base-with,Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'kohler', 'K-9132')",name,K-9132-BN,Kohler Shower Drain  K-9132-BN https://www.fergusonhome.com/kohler-k-9132/s567087?uid=176032 127.52300000000001 ` Fergus,Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'moen', 'M62370')",name,Shower Valve,Brushed Nickel  0.0 Shower Valve  https://www.fergusonhome.com/moen-62370/s283533?uid=268103 M62370 135.63 Ferguson  202,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'moen', 'MS122BN')",name,Shower Arm,0.0 Shower Arm  https://www.fergusonhome.com/moen-s122/s684052?uid=1757793 MS122BN  96.382 Ferguson 2026-02-26 00:00:00,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'moen', 'M6802BN')",name,Moen Faucet & Drain Kit,0.0 Moen Faucet & Drain Kit   https://www.amazon.com/gp/product/B01H1SOC02/ref=ox_sc_act_title_1?smid=ATVPDKIKX0DER&th=1,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'delta', 'DT14438')",name,Shower Head Handle Trim & Tub Spout,Bathroom Plumbing  Shower Head Handle Trim & Tub Spout  https://www.fergusonhome.com/delta-t14438/s719722?uid=446237 DT1,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
"('mm', 'moen', 'T2903NHBN')",name,Moen Gibson Tub /Shower Trims,Moen Gibson Tub /Shower Trims  https://www.fergusonhome.com/moen-t2903nh/s1434099?uid=3882444 Ferguson  T2903NHBN 0.0 0.,Product Master | Raw Extract | Sheet1,normalized_products_db_v2_cleaned_v3.xlsx::Sheet1
